trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_encoded_with_padding,pred_encoded_with_padding,true_decoded,pred_decoded
56,7,1,6,5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.33333333333333337,0.33333333333333337,0.4,0.5833333333333334,0.5777777777777778,0.33333333333333337,0.16666666666666663,0.4,0.5815120854632312,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
57,4,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.08170416594551044,021 | 021-012 | 021-012-022,000,002 -> 002,000,002 -> 002,<P>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
58,7,1,6,5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.33333333333333337,0.33333333333333337,0.4,0.5833333333333334,0.5777777777777778,0.33333333333333337,0.16666666666666663,0.4,0.5815120854632312,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
59,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,000,022,000,<E>,<P>
60,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
61,8,3,5,2,0.2,0.2,0.4,0.26666666666666666,0.19999999999999996,0.19999999999999996,0.0,0.3,0.5666666666666667,0.19999999999999996,0.19999999999999996,0.5,0.3593824977227411,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,002 -> 002,015 -> 002 -> 005 -> 006 -> 022,002 -> 002,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
62,7,1,6,5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.33333333333333337,0.33333333333333337,0.4,0.5833333333333334,0.5777777777777778,0.33333333333333337,0.16666666666666663,0.4,0.5815120854632312,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
63,5,3,2,4,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.375,0.0,0.25,0.25,0.5,0.676065103715944,021 | 021-001 | 021-001-011,008 -> 022,002 -> 002 -> 002 -> 022,008 -> 022,002 -> 002 -> 002 -> 022,REJECTED_by_EMPLOYEE -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
64,8,1,7,5,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2285714285714286,0.2857142857142857,0.2857142857142857,0.4,0.5,0.5619047619047619,0.2857142857142857,0.1428571428571429,0.4,0.5459058230651164,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
65,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
66,11,9,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-001 | 021-001-013-008-001-014 | 021-001-013-008-001-014-015 | 021-001-013-008-001-014-015-002 | 021-001-013-008-001-014-015-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
67,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
68,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-004,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
69,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
70,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
71,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
72,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
73,8,3,5,2,0.2,0.2,0.4,0.26666666666666666,0.19999999999999996,0.19999999999999996,0.0,0.3,0.5666666666666667,0.19999999999999996,0.19999999999999996,0.5,0.3593824977227411,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,002 -> 002,015 -> 002 -> 005 -> 006 -> 022,002 -> 002,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
74,5,4,1,4,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.463941742936577,021 | 021-001 | 021-001-007 | 021-001-007-008,022,002 -> 002 -> 002 -> 022,022,002 -> 002 -> 002 -> 022,<E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
75,8,4,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.4655517325703903,021 | 021-001 | 021-001-013 | 021-001-013-008,001 -> 013 -> 008 -> 022,002 -> 002 -> 005,001 -> 013 -> 008 -> 022,002 -> 002 -> 005,SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment
76,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
77,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
78,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,000,000,000,<P>,<P>
79,11,9,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-001 | 021-001-013-008-001-014 | 021-001-013-008-001-014-015 | 021-001-013-008-001-014-015-002 | 021-001-013-008-001-014-015-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
80,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
81,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
82,8,4,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
83,5,3,2,4,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.375,0.0,0.25,0.25,0.5,0.676065103715944,021 | 021-001 | 021-001-013,008 -> 022,002 -> 002 -> 002 -> 022,008 -> 022,002 -> 002 -> 002 -> 022,REJECTED_by_EMPLOYEE -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
84,8,3,5,2,0.2,0.2,0.4,0.26666666666666666,0.19999999999999996,0.19999999999999996,0.0,0.3,0.5666666666666667,0.19999999999999996,0.19999999999999996,0.5,0.3593824977227411,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,002 -> 002,015 -> 002 -> 005 -> 006 -> 022,002 -> 002,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
85,9,6,3,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5555555555555555,0.33333333333333337,0.33333333333333337,0.33333333333333326,0.6618189176584932,021 | 021-001 | 021-001-011 | 021-001-011-008 | 021-001-011-008-001 | 021-001-011-008-001-004,002 -> 003 -> 022,002 -> 002 -> 005,002 -> 003 -> 022,002 -> 002 -> 005,FINAL_APPROVED_by_SUPERVISOR -> REJECTED_by_MISSING -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment
86,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
87,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,000,000,000,<P>,<P>
88,6,2,4,4,0.5,0.5,1.0,0.625,0.5,0.5,0.5,0.75,0.6666666666666666,0.5,0.25,0.5,0.6870927081530442,021 | 021-001,002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
89,9,8,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,000,000,000,<P>,<P>
90,8,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
91,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,000,000,000,<P>,<P>
92,8,4,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
93,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
94,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
95,6,4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-002 | 021-001-002-005,006 -> 022,005,006 -> 022,005,Payment_Handled -> <E>,Request_Payment
96,9,1,8,5,0.125,0.125,0.25,0.16666666666666666,0.375,0.375,0.4,0.5,0.6583333333333333,0.375,0.125,0.6,0.5777829429017242,021,001 -> 002 -> 003 -> 001 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 002 -> 003 -> 001 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> FINAL_APPROVED_by_SUPERVISOR -> REJECTED_by_MISSING -> SUBMITTED_by_EMPLOYEE -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
97,6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006,022,000,022,000,<E>,<P>
98,8,2,6,4,0.16666666666666666,0.16666666666666666,0.5,0.25,0.33333333333333337,0.33333333333333337,0.5,0.5,0.611111111111111,0.33333333333333337,0.16666666666666663,0.5,0.5786148474009576,021 | 021-001,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
99,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
100,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,000,022,000,<E>,<P>
101,8,3,5,2,0.2,0.2,0.4,0.26666666666666666,0.19999999999999996,0.19999999999999996,0.0,0.3,0.5666666666666667,0.19999999999999996,0.19999999999999996,0.5,0.3593824977227411,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,002 -> 002,015 -> 002 -> 005 -> 006 -> 022,002 -> 002,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
102,8,5,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
103,7,4,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
104,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
105,8,1,7,5,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2285714285714286,0.2857142857142857,0.2857142857142857,0.4,0.5,0.5619047619047619,0.2857142857142857,0.1428571428571429,0.4,0.5459058230651164,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
106,8,1,7,5,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2285714285714286,0.2857142857142857,0.2857142857142857,0.4,0.5,0.5619047619047619,0.2857142857142857,0.1428571428571429,0.4,0.5459058230651164,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
107,8,5,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
108,8,4,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
109,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,000,000,000,<P>,<P>
110,8,1,7,5,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2285714285714286,0.2857142857142857,0.2857142857142857,0.4,0.5,0.5619047619047619,0.2857142857142857,0.1428571428571429,0.4,0.5459058230651164,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
111,8,5,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
